"speciesid","speciesname","taxon","conservation_status","listed"
"44763","Sylvilagus transitionalis","Mammals","3",0
"44764","Cryptotis parva","Mammals","5",0
"44765","Hypoxis curtissii","Plants","4",0
"44766","Silene menziesii","Plants","5",0
"44767","Gila robusta","Fishes","3",1
"44768","Gila robusta","Fishes","3",0
"44769","Fundulus zebrinus","Fishes","5",0
"44770","Moxostoma macrolepidotum","Fishes","5",0
"44771","Pteronotropis hypselopterus","Fishes","5",0
"44772","Pteronotropis stonei","Fishes","5",0
"44773","Pteronotropis metallicus","Fishes","4",0
"44774","Scutellaria wrightii","Plants","UNK",0
"44775","Pseudanophthalmus inexpectatus","Invertebrates","1",0
"44776","Pseudanophthalmus horni","Invertebrates","3",0
"44777","Pseudanophthalmus desertus","Invertebrates","3",0
"44780","Cambarus eeseeohensis","Invertebrates","1",0
"44781","Fallceon eatoni","Invertebrates","1",0
"44782","Schistocerca rubiginosa","Invertebrates","4",0
"44783","Chioides albofasciatus","Invertebrates","5",0
"44784","Elymus macgregorii","Plants","5",0
"44785","Primula cusickiana","Plants","UNK",0
"44786","Brackenridgia ashleyi","Invertebrates","2 ",0
"44787","Eurycea aquatica","Amphibians","3",0
"44788","Dicrostonyx groenlandicus","Mammals","5",0
"44789","Vandykea tuberculata","Invertebrates","1",0
"44790","Trachypogon spicatus","Plants","5",0
"44791","Wedelia texana","Plants","UNK",0
"44792","Mentzelia inyoensis","Plants","3",0
"44793","Juncus brevicaudatus","Plants","5",0
"44794","Deltaspis ivae","Invertebrates","1",0
"44795","Juniperella mirabilis","Invertebrates","1",0
"44796","Trichinorhipis knulli","Invertebrates","1",0
"44797","Lepismadora algodones","Invertebrates","1",0
"44798","Schizopus sallei","Invertebrates","1",0
"44799","Phanaeus triangularis","Invertebrates","5",0
"44800","Vison vison","Mammals","5",0
"44801","Dichagyris reliqua","Invertebrates","2 ",0
"44802","Eubalaena glacialis","Mammals","1",1
"44803","Sagitta elegans","Invertebrates","5",0
"44804","Hippolyte clarki","Invertebrates","5",0
"44805","Alces americanus","Mammals","5",0
"44806","Macoma petalum","Invertebrates","5",0
"44807","Balaenoptera acutorostrata","Mammals","5",0
"44808","Odontotaenius floridanus","Invertebrates","1",0
"44809","Typocerus fulvocinctus","Invertebrates","2 ",0
"44810","Pleurobema athearni","Invertebrates","1",0
"44811","Daedalochila bisontes","Invertebrates","2 ",0
"44812","Givira francesca","Invertebrates","UNK",0
"44813","Sonorella pedregosensis","Invertebrates","1",0
"44814","Eriogonum terrenatum","Plants","1",0
"44815","Atriplex mucronata","Plants","UNK",0
"44816","Nothoscordum borbonicum","Plants","UNK",0
"44817","Mentzelia memorabilis","Plants","1",0
"44818","Tegeticula yuccasella","Invertebrates","4",0
"44819","Minuartia muscorum","Plants","UNK",0
"44820","Prodoxus quinquepunctella","Invertebrates","4",0
"44821","Taylorconcha insperata","Invertebrates","1",0
"44822","Idiostatus middlekauffi","Invertebrates","1",0
"44823","Austrotyla montani","Invertebrates","2 ",0
"44824","Corypus cochlearis","Invertebrates","2 ",0
"44825","Taiyutyla curvata","Invertebrates","2 ",0
"44826","Lophomus laxus","Invertebrates","Prob. Extinct",0
"44827","Endopus parvipes","Invertebrates","Prob. Extinct",0
"44828","Orthogmus oculatus","Invertebrates","2 ",0
"44829","Adrityla cucullata","Invertebrates","2 ",0
"44830","Orophe cabinetus","Invertebrates","Prob. Extinct",0
"44831","Bollmaniulus montanae","Invertebrates","4",0
"44832","Orinisobates expressus","Invertebrates","4",0
"44833","Californiulus parvior","Invertebrates","4",0
"44834","Brunsonia albertana","Invertebrates","4",0
"44835","Chonaphe armata","Invertebrates","4",0
"44836","Scytonotus piger","Invertebrates","4",0
"44837","Ergodesmus compactus","Invertebrates","4",0
"44838","Astragalus concordius","Plants","UNK",0
"44839","Draba inexpectata","Plants","1",0
"44840","Eriogonum mitophyllum","Plants","1",0
"44841","Phacelia argylensis","Plants","1",0
"44842","Phacelia cottamii","Plants","UNK",0
"44843","Xyris scabrifolia","Plants","3",0
"44844","Anicla lubricans","Invertebrates","4",0
"44845","Anicla sullivani","Invertebrates","3",0
"44846","Banksula incredula","Invertebrates","1",0
"44847","Microcylloepus formicoideus","Invertebrates","1",0
"44848","Andrena blennospermatis","Invertebrates","2 ",0
"44849","Andrena macswaini","Invertebrates","2 ",0
"44850","Andrena subapasta","Invertebrates","1",0
"44851","Hedychridium argenteum","Invertebrates","1",0
"44852","Hedychridium milleri","Invertebrates","1",0
"44853","Minymischa ventura","Invertebrates","UNK",0
"44854","Argochrysis lassenae","Invertebrates","1",0
"44855","Ceratochrysis bradleyi","Invertebrates","1",0
"44856","Ceratochrysis gracilis","Invertebrates","1",0
"44857","Ceratochrysis grisselli","Invertebrates","UNK",0
"44858","Ceratochrysis longimala","Invertebrates","1",0
"44859","Ceratochrysis menkei","Invertebrates","1",0
"44860","Chrysis tularensis","Invertebrates","1",0
"44861","Parnopes borregoensis","Invertebrates","1",0
"44862","Melitta californica","Invertebrates","4",0
"44863","Halictus harmonius","Invertebrates","1",0
"44864","Lasioglossum channelense","Invertebrates","1",0
"44865","Protodufourea wasbaueri","Invertebrates","1",0
"44866","Protodufourea zavortinki","Invertebrates","1",0
"44867","Sphecodogastra antiochensis","Invertebrates","1",0
"44868","Ashmeadiella chumashae","Invertebrates","2 ",0
"44869","Trachusa gummifera","Invertebrates","1",0
"44870","Neolarra alba","Invertebrates","Prob. Extinct",0
"44871","Paranomada californica","Invertebrates","1",0
"44872","Rhopalolemma robertsi","Invertebrates","1",0
"44873","Banksula tutankhamen","Invertebrates","1",0
"44874","Texella deserticola","Invertebrates","1",0
"44875","Hubbardia idria","Invertebrates","1",0
"44876","Hubbardia secoensis","Invertebrates","1",0
"44877","Socalchemmis gertschi","Invertebrates","1",0
"44878","Socalchemmis icenoglei","Invertebrates","1",0
"44879","Socalchemmis monterey","Invertebrates","1",0
"44880","Cleptes humboldti","Invertebrates","1",0
"44881","Calicina arida","Invertebrates","1",0
"44882","Calicina breva","Invertebrates","1",0
"44883","Calicina conifera","Invertebrates","1",0
"44884","Calicina diminua","Invertebrates","1",0
"44885","Calicina dimorphica","Invertebrates","1",0
"44886","Calicina macula","Invertebrates","1",0
"44887","Calicina mesaensis","Invertebrates","1",0
"44888","Calicina piedra","Invertebrates","1",0
"44889","Cambarus clivosus","Invertebrates","2 ",0
"44890","Claytonia multiscapa","Plants","4",0
"44891","Cottus tallapoosae","Fishes","4",0
"44892","Etheostoma sp. 12","Fishes","UNK",0
"44893","Etheostoma sp. 13","Fishes","2 ",0
"44894","Etheostoma sp. 14","Fishes","1",0
"44909","Allium tricoccum","Plants","5",0
"44910","Stygobromus floridanus","Invertebrates","1",0
"44911","Crataegus succulenta","Plants","5",0
"44912","Cryptoscatomaseter hubbelli","Invertebrates","UNK",0
"44913","Araneus groenlandicola","Invertebrates","UNK",0
"44914","Ectopria sp. 2","Invertebrates","UNK",0
"44915","Agabus immaturus","Invertebrates","UNK",0
"44916","Aglaodiaptomus leptopus","Invertebrates","UNK",0
"44917","Aglaodiaptomus stagnalis","Invertebrates","UNK",0
"44918","Berosus aculeatus","Invertebrates","UNK",0
"44919","Berosus infuscatus","Invertebrates","UNK",0
"44920","Berosus pantherinus","Invertebrates","UNK",0
"44921","Blepharicera tenuipes","Invertebrates","UNK",0
"44922","Buenoa limnocastoris","Invertebrates","UNK",0
"44923","Buenoa macrotibialis","Invertebrates","UNK",0
"44924","Cenocorixa utahensis","Invertebrates","UNK",0
"44925","Colaspis suggona","Invertebrates","UNK",0
"44926","Corisella edulis","Invertebrates","UNK",0
"44927","Cryptocephalus cuneatus","Invertebrates","UNK",0
"44928","Cuerna sayi","Invertebrates","UNK",0
"44929","Cymatia americana","Invertebrates","UNK",0
"44930","Dasycorixa hybrida","Invertebrates","UNK",0
"44931","Driotura robusta","Invertebrates","UNK",0
"44932","Dytiscus carolinus","Invertebrates","UNK",0
"44933","Gerris marginatus","Invertebrates","UNK",0
"44934","Gyrinus parcus","Invertebrates","UNK",0
"44935","Haliplus apostolicus","Invertebrates","UNK",0
"44936","Helophorus latipenis","Invertebrates","UNK",0
"44937","Hesperocorixa interrupta","Invertebrates","UNK",0
"44938","Hesperocorixa laevigata","Invertebrates","UNK",0
"44939","Hesperocorixa lobata","Invertebrates","UNK",0
"44940","Hesperocorixa lucida","Invertebrates","UNK",0
"44941","Hesperocorixa obliqua","Invertebrates","UNK",0
"44942","Hydrochus rufipes","Invertebrates","UNK",0
"44943","Hydrochus scabratus","Invertebrates","UNK",0
"44944","Hydrochus setosus","Invertebrates","UNK",0
"44945","Hydrochus subcupreus","Invertebrates","UNK",0
"44946","Hydrocolus rubyae","Invertebrates","UNK",0
"44947","Hydroporus obscurus","Invertebrates","UNK",0
"44948","Hygrotus acaroides","Invertebrates","UNK",0
"44949","Hygrotus farctus","Invertebrates","UNK",0
"44950","Lethocerus grisea","Invertebrates","UNK",0
"44951","Limnocalanus macrurus","Invertebrates","5",0
"44952","Manayunkia speciosa","Invertebrates","5",0
"44953","Melanoplus benni","Invertebrates","UNK",0
"44954","Memnonia panzeri","Invertebrates","UNK",0
"44955","Myndus ovatus","Invertebrates","UNK",0
"44956","Nebrioporus rotundatus","Invertebrates","UNK",0
"44957","Notonecta borealis","Invertebrates","UNK",0
"44958","Ochthebius lineatus","Invertebrates","UNK",0
"44959","Onychodiaptomus birgei","Invertebrates","UNK",0
"44960","Paraphlepsius altus","Invertebrates","UNK",0
"44961","Parochlus kiefferi","Invertebrates","UNK",0
"44962","Phalacrocera neoxena","Invertebrates","UNK",0
"44963","Phalacrocera tipulina","Invertebrates","UNK",0
"44964","Pseudodiamesa pertinax","Invertebrates","UNK",0
"44965","Rhantus gutticollis","Invertebrates","UNK",0
"44966","Rhynchomitra microrhina","Invertebrates","UNK",0
"44967","Sigara dolabra","Invertebrates","UNK",0
"44968","Sigara macropala","Invertebrates","UNK",0
"44969","Sigara transfigurata","Invertebrates","UNK",0
"44970","Stenelmis cheryl","Invertebrates","UNK",0
"44971","Stenelmis mera","Invertebrates","UNK",0
"44972","Stenelmis musgravei","Invertebrates","UNK",0
"44973","Stenelmis sexlineata","Invertebrates","UNK",0
"44974","Thermonectus basilaris","Invertebrates","UNK",0
"44975","Thermonectus ornaticollis","Invertebrates","UNK",0
"44976","Trepobates pictus","Invertebrates","UNK",0
"44977","Trichocorixa kanza","Invertebrates","UNK",0
"44978","Crataegus castlegarensis","Plants","5",0
"44979","Haliplus fulvus","Invertebrates","5",0
"44980","Phidippus apacheanus","Invertebrates","UNK",0
"44981","Phidippus princeps","Invertebrates","UNK",0
"44982","Tortistilus minutus","Invertebrates","UNK",0
"44983","Melanoplus lilianae","Invertebrates","UNK",0
"44984","Rena dulcis","Reptiles","5",0
"44985","Calonectris diomedea","Birds","5",0
"44987","Rubus depavitus","Plants","5",0
"44988","Cyclonaias pustulosa","Invertebrates","5",0
"44989","Neoporus dimidiatus","Invertebrates","UNK",0
"44990","Hyporhamphus unifasciatus","Fishes","UNK",0
"44991","Ophidion josephi","Fishes","UNK",0
"44992","Dendragapus obscurus","Birds","5",0
"44993","Dendragapus fuliginosus","Birds","5",0
"44994","Rhantus sericans","Invertebrates","UNK",0
"44995","Cambarus brimleyorum","Invertebrates","3",0
"44996","Faxonius theaphionensis","Invertebrates","4",0
"44997","Procambarus machardyi","Invertebrates","1",0
"44998","Arundinaria appalachiana","Plants","4",0
"44999","Lepechinia rossii","Plants","1",0
"45000","Stenanthium diffusum","Plants","1",0
"45001","Silene salmonacea","Plants","3",0
"45002","Diacyclops salisae","Invertebrates","1",0
"45003","Diacyclops lewisi","Invertebrates","1",0
"45004","Diacyclops conversus","Invertebrates","2 ",0
"45005","Diacyclops sp. 2","Invertebrates","2 ",0
"45006","Scoterpes sollmani","Invertebrates","1",0
"45007","Crangonyx barri","Invertebrates","5",0
"45008","Crangonyx indianensis","Invertebrates","3",0
"45009","Crangonyx lewisi","Invertebrates","2 ",0
"45010","Liocranoides tennesseensis","Invertebrates","1",0
"45011","Kleptochthonius lewisorum","Invertebrates","1",0
"45012","Stygobromus sp. 26","Invertebrates","1",0
"45013","Stygobromus sp. 27","Invertebrates","1",0
"45014","Stygobromus sp. 28","Invertebrates","1",0
"45015","Dacryophyllum falcifolium","Plants","2 ",0
"45016","Stygobromus sp. 29","Invertebrates","1",0
"45017","Sinella sp. 1","Invertebrates","1",0
"45018","Megacyclops sp. 1","Invertebrates","1",0
"45019","Pseudocandona sp. 1","Invertebrates","1",0
"45020","Oreonetides sp. 2","Invertebrates","1",0
"45021","Litocampa sp. 9","Invertebrates","2 ",0
"45022","Pseudanophthalmus sp. 31","Invertebrates","1",0
"45023","Pseudanophthalmus sp. 32","Invertebrates","1",0
"45024","Pseudanophthalmus sp. 33","Invertebrates","1",0
"45025","Pseudanophthalmus sp. 34","Invertebrates","1",0
"45026","Pseudanophthalmus sp. 35","Invertebrates","1",0
"45027","Ephemerella dorothea","Invertebrates","5",0
"45028","Iris longipetala","Plants","3",0
"45029","Cuscuta campestris","Plants","5",0
"45030","Coryphantha chlorantha","Plants","3",0
"45031","Polygonum sawatchense","Plants","UNK",0
"45032","Astragalus heilii","Plants","1",0
"45033","Psychomastax deserticola","Invertebrates","1",0
"45034","Asioplax edmundsi","Invertebrates","4",0
"45035","Anepeorus rusticus","Invertebrates","2 ",0
"45036","Hydroptila decia","Invertebrates","2 ",0
"45037","Procloeon viridoculare","Invertebrates","5",0
"45038","Minuartia yukonensis","Plants","4",0
"45039","Claytonia ozarkensis","Plants","2 ",0
"45040","Bryolymnia semifascia","Invertebrates","1",0
"45041","Apoda rectilinea","Invertebrates","UNK",0
"45042","Hyperstrotia aetheria","Invertebrates","UNK",0
"45043","Hydriomena exculpata","Invertebrates","5",0
"45044","Lithacodia sp. 2","Invertebrates","2 ",0
"45045","Castilleja victoriae","Plants","1",0
"45046","Fumontana deprehendor","Invertebrates","1",0
"45047","Elimia modesta","Invertebrates","5",0
"45048","Aphanes occidentalis","Plants","5",0
"45049","Pediocactus nigrispinus","Plants","4",0
"45050","Motacilla alba","Birds","5",0
"45051","Crataegus senta","Plants","2 ",0
"45052","Crataegus flava","Plants","Prob. Extinct",0
"45053","Narthecium montanum","Plants","Extinct",0
"45054","Narthecium americanum","Plants","2 ",0
"45055","Gaylussacia orocola","Plants","1",0
"45056","Gaylussacia dumosa","Plants","5",0
"45057","Chenopodium chenopodioides","Plants","UNK",0
"45058","Pangrapta sp. 1","Invertebrates","UNK",0
"45059","Pangrapta sp. 2","Invertebrates","4",0
"45060","Daedalochila sp. 1 nr. auriformis","Invertebrates","UNK",0
"45061","Pyrgulopsis robusta","Invertebrates","5",0
"45066","Chrysopsis highlandsensis","Plants","2 ",0
"45067","Oxymitra incrassata","Plants","UNK",0
"45068","Metzgeria violacea","Plants","4",0
"45069","Pilosium chlorophyllum","Plants","UNK",0
"45070","Tuerckheimia svihlae","Plants","UNK",0
"45071","Elymus churchii","Plants","2 ",0
"45072","Elymus texensis","Plants","1",0
"45073","Dalea austrotexana","Plants","2 ",0
"45074","Chimarra angustipennis","Invertebrates","5",0
"45075","Brachoria divicuma","Invertebrates","2 ",0
"45076","Neothremma prolata","Invertebrates","1",0
"45077","Neothremma mucronata","Invertebrates","1",0
"45078","Hydroptila eglinensis","Invertebrates","1",0
"45079","Hydroptila bribriae","Invertebrates","1",0
"45080","Hydroptila sarahae","Invertebrates","1",0
"45081","Hydroptila okaloosa","Invertebrates","1",0
"45082","Hydroptila hamiltoni","Invertebrates","1",0
"45083","Hydroptila sykorai","Invertebrates","1",0
"45084","Oxyethira chrysocara","Invertebrates","1",0
"45085","Selonodon simplex","Invertebrates","1",0
"45086","Acroneuria covelli","Invertebrates","2 ",0
"45087","Trichostema ruygtii","Plants","1",0
"45088","Brachoria sp. 3","Invertebrates","1",0
"45089","Brachoria sp. 4","Invertebrates","1",0
"45090","Brachoria sp. 5","Invertebrates","1",0
"45091","Brachoria sp. 6","Invertebrates","1",0
"45092","Poa chambersii","Plants","UNK",0
"45093","Pyrgulopsis longinqua","Invertebrates","1",0
"45094","Convallaria majalis","Plants","5",0
"45095","Notropis amplamala","Fishes","5",0
"45096","Notropis buccatus","Fishes","5",0
"45097","Eleocharis suksdorfiana","Plants","5",0
"45098","Elimia caelatura","Invertebrates","3",0
"45099","Elimia interrupta","Invertebrates","1",0
"45100","Elimia mutabilis","Invertebrates","2 ",0
"45101","Plauditus punctiventris","Invertebrates","5",0
"45102","Iswaeon davidi","Invertebrates","2 ",0
"45103","Cambarus johni","Invertebrates","3",0
"45104","Bactrurus speleopolis","Invertebrates","1",0
"45105","Caenis eglinensis","Invertebrates","1",0
"45106","Amercaenis cusabo","Invertebrates","3",0
"45107","Procyon lotor","Mammals","5",0
"45108","Molossus molossus","Mammals","5",0
"45109","Myotis evotis","Mammals","5",0
"45110","Juncus laccatus","Plants","4",0
"45111","Cuscuta jepsonii","Plants","Prob. Extinct",0
"45112","Arabis media","Plants","5",0
"45113","Neotoma albigula","Mammals","5",0
"45114","Buteogallus anthracinus","Birds","4",0
"45115","Lasiurus borealis","Mammals","3",0
"45116","Nycticeius humeralis","Mammals","5",0
"45117","Spilogale putorius","Mammals","4",0
"45118","Cratogeomys castanops","Mammals","5",0
"45119","Carex fuliginosa","Plants","5",0
"45120","Sigmodon hispidus","Mammals","5",0
"45121","Solidago altissima","Plants","5",0
"45122","Betula nana","Plants","5",0
"45123","Sparganium angustifolium","Plants","5",0
"45124","Mirabilis albida","Plants","5",0
"45125","Puccinellia nutkaensis","Plants","5",0
"45126","Puccinellia nuttalliana","Plants","5",0
"45127","Puccinellia pumila","Plants","5",0
"45128","Puccinellia tenella","Plants","5",0
"45129","Eleocharis coloradoensis","Plants","UNK",0
"45130","Stygobromus sp. 33","Invertebrates","1",0
"45131","Amelanchier sp. 1","Plants","UNK",0
"45132","Sitticus floricola","Invertebrates","5",0
