"speciesid","speciesname","taxon","conservation_status","listed"
"22034","Sarcogyne clavus","Fungi","4",0
"22035","Strigula jamesii","Fungi","UNK",0
"22036","Dicranella heteromalla","Plants","5",0
"22037","Imbribryum alpinum","Plants","4",0
"22038","Phaeospora parasitica","Fungi","UNK",0
"22039","Parvoplaca tiroliensis","Fungi","4",0
"22040","Pyrenula pseudobufonia","Fungi","5",0
"22041","Phaeoceros pearsonii","Plants","3",0
"22042","Arthonia pyrrhuliza","Fungi","UNK",0
"22043","Verrucaria elaeomelaena","Fungi","UNK",0
"22044","Parmotrema subsumptum","Fungi","UNK",0
"22045","Arthonia vinosa","Fungi","UNK",0
"22046","Funaria microstoma","Plants","4",0
"22047","Amygdalaria elegantior","Fungi","3",0
"22048","Circinaria caesiocinerea","Fungi","5",0
"22049","Barbella pendula","Plants","3",0
"22050","Gymnostomum aeruginosum","Plants","5",0
"22051","Bilimbia microcarpa","Fungi","UNK",0
"22052","Trichostomum arcticum","Plants","5",0
"22053","Sphagnum centrale","Plants","5",0
"22054","Punctelia missouriensis","Fungi","UNK",0
"22055","Bilimbia lobulata","Fungi","UNK",0
"22056","Leskea obscura","Plants","5",0
"22057","Fissidens osmundioides","Plants","5",0
"22058","Heppia conchiloba","Fungi","4",0
"22059","Physconia detersa","Fungi","5",0
"22060","Lecidea plebeja","Fungi","4",0
"22061","Pertusaria propinqua","Fungi","UNK",0
"22062","Protoblastenia rupestris","Fungi","5",0
"22063","Grimmia caespiticia","Plants","UNK",0
"22064","Grimmia elatior","Plants","4",0
"22065","Boletus bicolor","Fungi","UNK",0
"22066","Melaspilea demissa","Fungi","UNK",0
"22067","Ramalina ahtii","Fungi","UNK",0
"22068","Orthotrichum keeverae","Plants","2 ",0
"22069","Micarea denigrata","Fungi","3",0
"22070","Lecidella viridans","Fungi","4",0
"22071","Phaeographis punctiformis","Fungi","UNK",0
"22072","Tortula nevadensis","Plants","2 ",0
"22073","Rinodina herrei","Fungi","UNK",0
"22074","Phlyctis speirea","Fungi","UNK",0
"22075","Cetrelia olivetorum","Fungi","5",0
"22076","Cladonia dactylota","Fungi","5",0
"22077","Lopadium coralloideum","Fungi","4",0
"22078","Paraleucobryum longifolium","Plants","5",0
"22079","Hygrohypnum bestii","Plants","4",0
"22080","Pylaisia polyantha","Plants","5",0
"22081","Fontinalis welchiana","Plants","UNK",0
"22082","Phaeophyscia adiastola","Fungi","4",0
"22083","Cetraria nigricans","Fungi","5",0
"22084","Xanthoparmelia neowyomingica","Fungi","1",0
"22085","Collemopsidium elegans","Fungi","4",0
"22086","Arthonia pinastri","Fungi","UNK",0
"22087","Lecanora mughicola","Fungi","UNK",0
"22088","Lecanora marginata","Fungi","4",0
"22089","Amblyodon dealbatus","Plants","4",0
"22090","Buellia mamillana","Fungi","UNK",0
"22091","Xanthoparmelia novomexicana","Fungi","4",0
"22092","Cephaloziella obtusilobula","Plants","1",0
"22093","Arthonia phaeobaea","Fungi","UNK",0
"22094","Lecidella enteroleucella","Fungi","UNK",0
"22095","Pyrenula mamillana","Fungi","UNK",0
"22096","Xanthoparmelia subramigera","Fungi","5",0
"22097","Tylophoron moderatum","Fungi","UNK",0
"22098","Thelocarpon laureri","Fungi","UNK",0
"22099","Polytrichum strictum","Plants","5",0
"22100","Opegrapha pulvinata","Fungi","UNK",0
"22101","Scytinium teretiusculum","Fungi","4",0
"22102","Nephroma occultum","Fungi","4",0
"22103","Anisomeridium albisedum","Fungi","UNK",0
"22104","Lobaria ravenelii","Fungi","3",0
"22105","Opegrapha vulgata","Fungi","UNK",0
"22106","Verrucaria inficiens","Fungi","3",0
"22107","Xanthoparmelia atticoides","Fungi","UNK",0
"22108","Plagiomnium cuspidatum","Plants","5",0
"22109","Tapellaria epiphylla","Fungi","UNK",0
"22110","Solenostoma gracillimum","Plants","5",0
"22111","Aspicilia arctica","Fungi","3",0
"22112","Rosulabryum pseudocapillare","Plants","4",0
"22113","Abrothallus parmeliarum","Fungi","UNK",0
"22114","Cladonia cyanipes","Fungi","5",0
"22115","Strigula nitidula","Fungi","UNK",0
"22116","Lepidozia sandvicensis","Plants","4",0
"22117","Funaria muhlenbergii","Plants","4",0
"22118","Nephroma bellum","Fungi","5",0
"22119","Pannaria tavaresii","Fungi","5",0
"22120","Biatora flavopunctata","Fungi","UNK",0
"22121","Mycobilimbia epixanthoides","Fungi","UNK",0
"22122","Protoparmeliopsis mazatzalensis","Fungi","UNK",0
"22123","Protoparmeliopsis muralis","Fungi","5",0
"22124","Psora tuckermanii","Fungi","5",0
"22125","Graphis subamylacea","Fungi","UNK",0
"22126","Lecanora reagens","Fungi","UNK",0
"22127","Dicranum leioneuron","Plants","5",0
"22128","Rhizocarpon bolanderi","Fungi","3",0
"22129","Lopadium disciforme","Fungi","UNK",0
"22130","Cladonia pocillum","Fungi","5",0
"22131","Bryoandersonia illecebra","Plants","5",0
"22132","Andreaea sinuosa","Plants","2 ",0
"22133","Rhytidiopsis robusta","Plants","4",0
"22134","Tetraphis geniculata","Plants","5",0
"22135","Hamatocaulis vernicosus","Plants","5",0
"22136","Protomicarea limosa","Fungi","UNK",0
"22137","Pohlia bolanderi","Plants","3",0
"22138","Stereocaulon spathuliferum","Fungi","4",0
"22139","Hydropunctaria rheitrophila","Fungi","UNK",0
"22140","Aspicilia reptans","Fungi","UNK",0
"22141","Heppia lutosa","Fungi","4",0
"22142","Byssoloma leucoblepharum","Fungi","UNK",0
"22143","Andreaea nivalis","Plants","5",0
"22144","Bryoerythrophyllum ferruginascens","Plants","3",0
"22145","Aspicilia albomarginata","Fungi","UNK",0
"22146","Polytrichum hyperboreum","Plants","5",0
"22147","Dactylospora athallina","Fungi","UNK",0
"22148","Niebla tuberculata","Fungi","UNK",0
"22149","Parmeliella pannosa","Fungi","4",0
"22150","Pseudosagedia aenea","Fungi","4",0
"22151","Pseudosagedia chlorotica","Fungi","4",0
"22152","Psora himalayana","Fungi","5",0
"22153","Agonimia tristicula","Fungi","4",0
"22154","Riccia tenella","Plants","2 ",0
"22155","Geoglossum difforme","Fungi","UNK",0
"22156","Plagiochasma cuneatum","Plants","3",0
"22157","Heterodermia appalachensis","Fungi","2 ",0
"22158","Tritomaria exsecta","Plants","5",0
"22159","Ramalina almquistii","Fungi","UNK",0
"22160","Lichinella americana","Fungi","UNK",0
"22161","Scytinium californicum","Fungi","UNK",0
"22162","Parmotrema margaritatum","Fungi","UNK",0
"22163","Lejeunea lamacerina","Plants","5",0
"22164","Phaeocalicium compressulum","Fungi","2 ",0
"22165","Buellia epigaea","Fungi","UNK",0
"22166","Brigantiaea leucoxantha","Fungi","4",0
"22167","Placidium norvegicum","Fungi","UNK",0
"22168","Seligeria oelandica","Plants","4",0
"22169","Thyrea girardii","Fungi","UNK",0
"22170","Entosthodon sonorae","Plants","3",0
"22171","Usnea dimorpha","Fungi","3",0
"22172","Pyrenula tenuisepta","Fungi","UNK",0
"22173","Riccia macallisteri","Plants","3",0
"22174","Pyxine cocoes","Fungi","UNK",0
"22175","Haplocladium angustifolium","Plants","UNK",0
"22176","Hypotrachyna livida","Fungi","5",0
"22177","Arthonia diffusella","Fungi","UNK",0
"22178","Allocalicium adaequatum","Fungi","3",0
"22179","Dactylospora glaucomarioides","Fungi","UNK",0
"22180","Fellhanera bouteillei","Fungi","UNK",0
"22181","Chaenothecopsis brevipes","Fungi","UNK",0
"22182","Chaenothecopsis viridireagens","Fungi","UNK",0
"22183","Hygrohypnum smithii","Plants","4",0
"22184","Xanthoparmelia pustulosa","Fungi","UNK",0
"22185","Lophocolea minor","Plants","5",0
"22186","Sclerophora peronella","Fungi","3",0
"22187","Porphyra variegata","Protists","5",0
"22188","Sphagnum perichaetiale","Plants","5",0
"22189","Leptogium fusisporum","Fungi","UNK",0
"22190","Lecidea brachyspora","Fungi","4",0
"22191","Lecidea brunneofusca","Fungi","UNK",0
"22192","Riccia canaliculata","Plants","5",0
"22193","Amanita flavorubescens","Fungi","UNK",0
"22194","Palustriella falcata","Plants","5",0
"22195","Grimmia arizonae","Plants","4",0
"22196","Phaeocalicium minutissimum","Fungi","UNK",0
"22197","Atrichum tenellum","Plants","4",0
"22198","Lecanora campestris","Fungi","UNK",0
"22199","Rhizoplaca novomexicana","Fungi","4",0
"22200","Lecanora semitensis","Fungi","UNK",0
"22201","Pleuridium subulatum","Plants","5",0
"22202","Xanthoparmelia moctezumensis","Fungi","3",0
"22203","Xanthoparmelia montanensis","Fungi","5",0
"22204","Brachythecium ruderale","Plants","5",0
"22205","Tortula muralis","Plants","5",0
"22206","Chaenotheca cinerea","Fungi","UNK",0
"22207","Stereocaulon alpinum","Fungi","5",0
"22208","Rinodina pyrina","Fungi","UNK",0
"22209","Bacidina ramea","Fungi","UNK",0
"22210","Rosulabryum gemmascens","Plants","4",0
"22211","Plagiobryoides brachyneura","Plants","UNK",0
"22212","Hygrohypnum styriacum","Plants","UNK",0
"22213","Arthonia siderea","Fungi","UNK",0
"22214","Anisomeridium excaecariae","Fungi","UNK",0
"22215","Anisomeridium subprostans","Fungi","5",0
"22216","Polyblastia cucurbitula","Fungi","UNK",0
"22217","Triquetrella californica","Plants","2 ",0
"22218","Globulinella globifera","Plants","4",0
"22219","Endococcus perpusillus","Fungi","UNK",0
"22220","Endococcus propinquus","Fungi","UNK",0
"22221","Cresponea premnea","Fungi","UNK",0
"22222","Sphagnum orientale","Plants","3",0
"22223","Haplocladium microphyllum","Plants","5",0
"22224","Sphagnum fuscum","Plants","5",0
"22225","Rhizocarpon norvegicum","Fungi","4",0
"22226","Rhizocarpon pusillum","Fungi","4",0
"22227","Polysporina subfuscescens","Fungi","UNK",0
"22228","Tortula lanceola","Plants","4",0
"22229","Lecidea hypomela","Fungi","UNK",0
"22230","Pyrenula astroidea","Fungi","UNK",0
"22231","Amandinea leucomela","Fungi","UNK",0
"22232","Peltigera polydactylon","Fungi","5",0
"22233","Protoparmeliopsis bipruinosa","Fungi","UNK",0
"22234","Hypnum recurvatum","Plants","4",0
"22235","Leiorreuma explicans","Fungi","UNK",0
"22236","Platygramme caesiopruinosa","Fungi","3",0
"22237","Neckeropsis undulata","Plants","5",0
"22238","Rhodobryum ontariense","Plants","5",0
"22239","Arthonia subrubella","Fungi","UNK",0
"22240","Bruchia drummondii","Plants","4",0
"22241","Hypnum pratense","Plants","5",0
"22242","Pectenia plumbea","Fungi","UNK",0
"22243","Protoparmeliopsis kofae","Fungi","UNK",0
"22244","Lophozia alpestris","Plants","5",0
"22245","Gyalolechia desertorum","Fungi","4",0
"22246","Didymodon tophaceus","Plants","5",0
"22247","Arthonia calcarea","Fungi","UNK",0
"22248","Myelochroa metarevoluta","Fungi","2 ",0
"22249","Porpidia speirea","Fungi","4",0
"22250","Ramonia malmei","Fungi","UNK",0
"22251","Scutula miliaris","Fungi","UNK",0
"22252","Distichium hagenii","Plants","5",0
"22253","Brachydontium olympicum","Plants","2 ",0
"22254","Solorina crocea","Fungi","5",0
"22255","Trichostomum crispulum","Plants","4",0
"22256","Sphagnum compactum","Plants","5",0
"22257","Pyrenopsis viridirufa","Fungi","UNK",0
"22258","Acrocordia gemmata","Fungi","UNK",0
"22259","Phyllopsora halei","Fungi","UNK",0
"22260","Rivulariella gemmipara","Plants","2 ",0
"22261","Hygrobiella laxifolia","Plants","5",0
"22262","Ephebe solida","Fungi","3",0
"22263","Nowellia curvifolia","Plants","5",0
"22264","Acarospora canadensis","Fungi","UNK",0
"22265","Arthothelium spectabile","Fungi","UNK",0
"22266","Lecanora subintricata","Fungi","4",0
"22267","Cephaloziella elegans","Plants","3",0
"22268","Polycauliona luteominia","Fungi","2 ",0
"22269","Rinodina trevisanii","Fungi","UNK",0
"22270","Amanita flavoconia","Fungi","5",0
"22271","Crepidotus applanatus","Fungi","UNK",0
"22272","Physconia perisidiosa","Fungi","5",0
"22273","Rinodina terrestris","Fungi","3",0
"22274","Trapelia glebulosa","Fungi","4",0
"22275","Cladonia anitae","Fungi","UNK",0
"22276","Encalypta longicollis","Plants","3",0
"22277","Riccia albida","Plants","2 ",0
"22278","Lepra waghornei","Fungi","UNK",0
"22279","Schistidium frigidum","Plants","4",0
"22280","Hypogymnia duplicata","Fungi","4",0
"22281","Pertusaria subpertusa","Fungi","4",0
"22282","Chaenotheca furfuracea","Fungi","4",0
"22283","Vesicularia vesicularis","Plants","5",0
"22284","Gymnomitrion commutatum","Plants","3",0
"22285","Pohlia pacifica","Plants","UNK",0
"22286","Hypogymnia farinacea","Fungi","5",0
"22287","Fissidens asplenioides","Plants","4",0
"22288","Fissidens santa-clarensis","Plants","3",0
"22289","Pertusaria neoscotica","Fungi","UNK",0
"22290","Fissidens hyalinus","Plants","4",0
"22291","Diplophyllum andrewsii","Plants","3",0
"22292","Candelariella placodizans","Fungi","4",0
"22293","Arthonia erubescens","Fungi","UNK",0
"22294","Arthonia granosa","Fungi","UNK",0
"22295","Arthonia gyalectoides","Fungi","UNK",0
"22296","Asterella saccata","Plants","4",0
"22297","Ramalina dendriscoides","Fungi","UNK",0
"22298","Dirinaria aegialita","Fungi","4",0
"22299","Rhizocarpon hochstetteri","Fungi","4",0
"22300","Lathagrium cristatum","Fungi","4",0
"22301","Fontinalis neomexicana","Plants","4",0
"22302","Anomobryum concinnatum","Plants","UNK",0
"22303","Tayloria froelichiana","Plants","4",0
"22304","Racomitrium aquaticum","Plants","4",0
"22305","Platydictya jungermannioides","Plants","5",0
"22306","Lecanora subpallens","Fungi","4",0
"22307","Mycocalicium albonigrum","Fungi","UNK",0
"22308","Ochrolechia subisidiata","Fungi","UNK",0
"22309","Leptogium laceroides","Fungi","5",0
"22310","Lecanora vegae","Fungi","UNK",0
"22311","Lecanora viriduloflava","Fungi","UNK",0
"22312","Grimmia muehlenbeckii","Plants","4",0
"22313","Tricholoma aurantium","Fungi","UNK",0
"22314","Stereopsis burtiana","Fungi","UNK",0
"22315","Caloplaca obscurella","Fungi","UNK",0
"22316","Grimmia laevigata","Plants","5",0
"22317","Orthotrichum rupestre","Plants","5",0
"22318","Pyrenocollema caesium","Fungi","UNK",0
"22319","Campylopus boswellii","Plants","UNK",0
"22320","Dicranum polysetum","Plants","5",0
"22321","Lecanora acroides","Fungi","UNK",0
"22322","Lepra hypothamnolica","Fungi","UNK",0
"22323","Pertusaria iners","Fungi","UNK",0
"22324","Lecanographa subdryophila","Fungi","UNK",0
"22325","Rhizoplaca melanophthalma","Fungi","5",0
"22326","Thelomma brunneum","Fungi","UNK",0
"22327","Micarea lignaria","Fungi","3",0
"22328","Platythecium floridanum","Fungi","UNK",0
"22329","Epicladonia simplex","Fungi","UNK",0
"22330","Catinaria atropurpurea","Fungi","UNK",0
"22331","Brothera leana","Plants","3",0
"22332","Niphotrichum elongatum","Plants","UNK",0
"22333","Segestria mammillosa","Fungi","UNK",0
"22334","Thelidium olivaceum","Fungi","UNK",0
"22335","Astrothelium phlyctaena","Fungi","UNK",0
"22336","Sphenolobus minutus","Plants","5",0
"22337","Usnea transitoria","Fungi","UNK",0
"22338","Toninia aromatica","Fungi","4",0
"22339","Usnea florida","Fungi","UNK",0
"22340","Parmotrema hababianum","Fungi","4",0
"22341","Toninia athallina","Fungi","UNK",0
"22342","Byssoloma marginatum","Fungi","UNK",0
"22343","Phaeophyscia sciastra","Fungi","5",0
"22344","Byssoloma meadii","Fungi","4",0
"22345","Ctenidium molluscum","Plants","5",0
"22346","Anoectangium aestivum","Plants","4",0
"22347","Bryoxiphium norvegicum","Plants","5",0
"22348","Phaeorrhiza sareptana","Fungi","UNK",0
"22349","Frullania catalinae","Plants","3",0
"22350","Stigmidium tabacinae","Fungi","UNK",0
"22351","Imshaugia aleurites","Fungi","5",0
"22352","Arthonia varia","Fungi","UNK",0
"22353","Pertusaria expolita","Fungi","UNK",0
"22354","Sphaerophorus tuckermanii","Fungi","5",0
"22355","Porella swartziana","Plants","4",0
"22356","Cladonia mateocyatha","Fungi","5",0
"22357","Bactrospora myriadea","Fungi","UNK",0
"22358","Hypnum circinale","Plants","5",0
"22359","Zwackhiomyces dispersus","Fungi","UNK",0
"22360","Umbilicaria lambii","Fungi","4",0
"22361","Rinodina castanomelodes","Fungi","UNK",0
"22362","Lecania brunonis","Fungi","4",0
"22363","Biatora subduplex","Fungi","3",0
"22364","Echinoplaca intercedens","Fungi","UNK",0
"22365","Caloplaca saxicola","Fungi","5",0
"22366","Enchylium polycarpon","Fungi","UNK",0
"22367","Mielichhoferia elongata","Plants","UNK",0
"22368","Candelariella subdeflexa","Fungi","UNK",0
"22369","Nardia insecta","Plants","4",0
"22370","Parmelia squarrosa","Fungi","5",0
"22371","Distichium inclinatum","Plants","5",0
"22372","Sphagnum squarrosum","Plants","5",0
"22373","Vezdaea stipitata","Fungi","4",0
"22374","Endocarpon petrolepideum","Fungi","3",0
"22375","Peltula zahlbruckneri","Fungi","4",0
"22376","Megalospora porphyritis","Fungi","UNK",0
"22377","Candelina mexicana","Fungi","3",0
"22378","Peltigera pacifica","Fungi","3",0
"22379","Melanolecia transitoria","Fungi","UNK",0
"22380","Candelariella xanthostigma","Fungi","5",0
"22381","Bazzania denudata","Plants","4",0
"22382","Fissidens ventricosus","Plants","UNK",0
"22383","Lecidea albofuscescens","Fungi","UNK",0
"22384","Lecidea alpestris","Fungi","2 ",0
"22385","Mycoporum pycnocarpoides","Fungi","UNK",0
"22386","Phlyctis boliviensis","Fungi","UNK",0
"22387","Polymeridium subcinereum","Fungi","UNK",0
"22388","Niebla robusta","Fungi","UNK",0
"22389","Fuscopannaria cyanolepra","Fungi","UNK",0
"22390","Hyperphyscia adglutinata","Fungi","4",0
"22391","Pseudobraunia californica","Plants","4",0
"22392","Verrucaria erichsenii","Fungi","3",0
"22393","Psora tenuifolia","Fungi","2 ",0
"22394","Psora crenata","Fungi","4",0
"22395","Steinia geophana","Fungi","UNK",0
"22396","Cladonia perlomera","Fungi","UNK",0
"22397","Fissidens fontanus","Plants","5",0
"22398","Fissidens zollingeri","Plants","4",0
"22399","Polycauliona flavogranulosa","Fungi","3",0
"22400","Anacolia menziesii","Plants","4",0
"22401","Mnium hornum","Plants","5",0
"22402","Molendoa ogalalensis","Plants","1",0
"22403","Pyrenula adacta","Fungi","UNK",0
"22404","Pilophorus vegae","Fungi","UNK",0
"22405","Xanthoparmelia piedmontensis","Fungi","1",0
"22406","Xanthoparmelia oleosa","Fungi","4",0
"22407","Lecidella asema","Fungi","UNK",0
"22408","Caloplaca rubelliana","Fungi","UNK",0
"22409","Papillaria nigrescens","Plants","5",0
"22410","Ochrolechia xanthostoma","Fungi","UNK",0
"22411","Homalotheciella subcapillata","Plants","5",0
"22412","Eucladium verticillatum","Plants","4",0
"22413","Archidium tenerrimum","Plants","5",0
"22414","Tortula laureri","Plants","5",0
"22415","Bellemerea subsorediza","Fungi","3",0
"22416","Acarospora sinopica","Fungi","4",0
"22417","Coenogonium implexum","Fungi","UNK",0
"22418","Hypogymnia bitteri","Fungi","5",0
"22419","Hypotrachyna pseudosinuosa","Fungi","3",0
"22420","Bellemerea cinereorufescens","Fungi","4",0
"22421","Seligeria donniana","Plants","4",0
"22422","Rhizocarpon copelandii","Fungi","4",0
"22423","Leptorhaphis parameca","Fungi","UNK",0
"22424","Lichenochora xanthoriae","Fungi","UNK",0
"22425","Lichenoconium erodens","Fungi","UNK",0
"22426","Blennothallia crispa","Fungi","UNK",0
"22427","Caloplaca atrosanguinea","Fungi","UNK",0
"22428","Lecanora anoptiza","Fungi","UNK",0
"22429","Arthonia stellaris","Fungi","UNK",0
"22430","Lecanora microfusca","Fungi","1",0
"22431","Rhizoplaca opiniconensis","Fungi","UNK",0
"22432","Melanohalea olivacea","Fungi","5",0
"22433","Melanohalea trabeculata","Fungi","UNK",0
"22434","Chenia leptophylla","Plants","4",0
"22435","Neurolejeunea breutelii","Plants","4",0
"22436","Cheilolejeunea clausa","Plants","5",0
"22437","Lejeunea cancellata","Plants","1",0
"22438","Frullania selwyniana","Plants","2 ",0
"22439","Heterocladium procurrens","Plants","4",0
"22440","Cladonia imbricarica","Fungi","2 ",0
"22441","Claopodium pellucinerve","Plants","4",0
"22442","Lecanora monticola","Fungi","UNK",0
"22443","Lecanora orosthea","Fungi","UNK",0
"22444","Scytinium subaridum","Fungi","UNK",0
"22445","Letrouitia domingensis","Fungi","UNK",0
"22446","Astrothelium cinnamomeum","Fungi","UNK",0
"22447","Haematomma fenzlianum","Fungi","UNK",0
"22448","Lecanora pacifica","Fungi","4",0
"22449","Phlyctis argena","Fungi","4",0
"22450","Ocellularia praestans","Fungi","UNK",0
"22451","Parmeliopsis subambigua","Fungi","UNK",0
"22452","Naetrocymbe fraxini","Fungi","UNK",0
"22453","Cercidospora epipolytropa","Fungi","UNK",0
"22454","Aspicilia laxula","Fungi","UNK",0
"22455","Micarea pycnidiophora","Fungi","UNK",0
"22456","Lecidea micytho","Fungi","UNK",0
"22457","Lecidella stigmatea","Fungi","5",0
"22458","Riella affinis","Plants","2 ",0
"22459","Geothallus tuberosus","Plants","1",0
"22460","Nardia lescurii","Plants","3",0
"22461","Flavoparmelia baltimorensis","Fungi","5",0
"22462","Calycularia laxa","Plants","4",0
"22463","Psora globifera","Fungi","4",0
"22464","Glyphis substriatula","Fungi","UNK",0
"22465","Calicium trachylioides","Fungi","UNK",0
"22466","Hypotrachyna catawbiensis","Fungi","3",0
"22467","Polymeridium quinqueseptatum","Fungi","UNK",0
"22468","Evernia perfragilis","Fungi","4",0
"22469","Lasallia pustulata","Fungi","UNK",0
"22470","Heterodermia speciosa","Fungi","5",0
"22471","Pyrenopsis fuscoatra","Fungi","UNK",0
"22472","Jamesiella anastomosans","Fungi","UNK",0
"22473","Pertusaria flavocorallina","Fungi","UNK",0
"22474","Lasallia papulosa","Fungi","5",0
"22475","Thelocarpon intermediellum","Fungi","UNK",0
"22476","Tuckermannopsis subalpina","Fungi","5",0
"22477","Pogonatum pensilvanicum","Plants","5",0
"22478","Cladonia humilis","Fungi","5",0
"22479","Halosacciocolax kjellmanii","Protists","UNK",0
"22480","Lithothelium hyalosporum","Fungi","UNK",0
"22481","Sagiolechia protuberans","Fungi","UNK",0
"22482","Ptychostomum marratii","Plants","3",0
"22483","Caloplaca spitsbergensis","Fungi","4",0
"22484","Spilonema paradoxum","Fungi","4",0
"22485","Lecanora hypopta","Fungi","UNK",0
"22486","Bryoria bicolor","Fungi","4",0
"22487","Arthonia subfuscicola","Fungi","UNK",0
"22488","Entodon macropodus","Plants","5",0
"22489","Cetraria odontella","Fungi","UNK",0
"22490","Rhizoplaca weberi","Fungi","UNK",0
"22491","Donnellia commutata","Plants","2 ",0
"22492","Didymodon giganteus","Plants","5",0
"22493","Sematophyllum adnatum","Plants","5",0
"22494","Dicranodontium asperulum","Plants","4",0
"22495","Weissia ludoviciana","Plants","3",0
"22496","Buxbaumia aphylla","Plants","5",0
"22497","Verrucaria illinoisensis","Fungi","UNK",0
"22498","Orthotrichum pallens","Plants","5",0
"22499","Tortula deciduidentata","Plants","UNK",0
"22500","Lecidea deminutula","Fungi","UNK",0
"22501","Lecidea flavidolivens","Fungi","UNK",0
"22502","Cladonia uliginosa","Fungi","UNK",0
"22503","Entosthodon attenuatus","Plants","UNK",0
"22504","Orthothecium acuminatum","Plants","2 ",0
"22505","Heterophyllium affine","Plants","5",0
"22506","Leptohymenium sharpii","Plants","1",0
"22507","Ochrolechia farinacea","Fungi","UNK",0
"22508","Parmotrema gardneri","Fungi","4",0
"22509","Rosulabryum andicola","Plants","5",0
"22510","Dicranella rufescens","Plants","5",0
"22511","Cladonia peziziformis","Fungi","5",0
"22512","Aspicilia aquatica","Fungi","3",0
"22513","Lecanora paddensis","Fungi","UNK",0
"22514","Isopterygiopsis alpicola","Plants","UNK",0
"22515","Porpidia tuberculosa","Fungi","3",0
"22516","Microcalicium ahlneri","Fungi","UNK",0
"22517","Cladonia cariosa","Fungi","5",0
"22518","Fissurina insidiosa","Fungi","UNK",0
"22519","Chiloscyphus pallescens","Plants","5",0
"22520","Microglossum rufum","Fungi","UNK",0
"22521","Phaeographis lobata","Fungi","UNK",0
"22522","Phaeographis multicolor","Fungi","UNK",0
"22523","Sphagnum henryense","Plants","4",0
"22524","Sphagnum subfulvum","Plants","5",0
"22525","Lecidella anomaloides","Fungi","UNK",0
"22526","Carbonea atronivea","Fungi","UNK",0
"22527","Carbonea vitellinaria","Fungi","5",0
"22528","Sphagnum rubroflexuosum","Plants","UNK",0
"22529","Sphagnum torreyanum","Plants","5",0
"22530","Schistidium crassipilum","Plants","UNK",0
"22531","Sphagnum majus","Plants","5",0
"22532","Bazzania nudicaulis","Plants","2 ",0
"22533","Lecanora epibryon","Fungi","5",0
"22534","Lejeunea minutiloba","Plants","4",0
"22535","Synalissa ramulosa","Fungi","UNK",0
"22536","Canoparmelia texana","Fungi","4",0
"22537","Tortula brevipes","Plants","4",0
"22538","Xanthoparmelia loxodes","Fungi","4",0
"22539","Microbryum floerkeanum","Plants","5",0
"22540","Arthonia ochrodiscodes","Fungi","UNK",0
"22541","Lecanora minutella","Fungi","4",0
"22542","Rimularia limborina","Fungi","UNK",0
"22543","Mannia sibirica","Plants","4",0
"22544","Fossombronia cristula","Plants","4",0
"22545","Ramalina scoparia","Fungi","UNK",0
"22546","Microlejeunea globosa","Plants","3",0
"22547","Douinia plicata","Plants","4",0
"22548","Lecanora oreinoides","Fungi","4",0
"22549","Brachymenium mexicanum","Plants","UNK",0
"22550","Microcalicium arenarium","Fungi","4",0
"22551","Ditrichum pallidum","Plants","5",0
"22552","Enchylium tenax","Fungi","5",0
"22553","Tayloriella divaricata","Protists","3",0
"22554","Encalypta procera","Plants","5",0
"22555","Atrichum selwynii","Plants","5",0
"22556","Variospora velana","Fungi","5",0
"22557","Lepra subdactylina","Fungi","3",0
"22558","Hypotrachyna revoluta","Fungi","4",0
"22559","Collema furfuraceum","Fungi","5",0
"22560","Scapania gymnostomophila","Plants","4",0
"22561","Heterodermia sitchensis","Fungi","1",0
"22562","Pycnora xanthococca","Fungi","UNK",0
"22563","Pseudoleskea saviana","Plants","UNK",0
"22564","Lecanora conizaeoides","Fungi","UNK",0
"22565","Usnea dasopoga","Fungi","5",0
"22566","Toninia arctica","Fungi","UNK",0
"22567","Rhizomnium pseudopunctatum","Plants","5",0
"22568","Sphagnum carolinianum","Plants","3",0
"22569","Xanthoparmelia angustiphylla","Fungi","5",0
"22570","Dendrographa conformis","Fungi","2 ",0
"22571","Punctelia hypoleucites","Fungi","4",0
"22572","Acaulon muticum","Plants","4",0
"22573","Rinodina confragosa","Fungi","UNK",0
"22574","Pohlia drummondii","Plants","4",0
"22575","Ulota crispa","Plants","5",0
"22576","Rauiella scita","Plants","4",0
"22577","Rinodina stictica","Fungi","2 ",0
"22578","Tortula leucostoma","Plants","5",0
"22579","Radula obtusiloba","Plants","4",0
"22580","Leptogium floridanum","Fungi","UNK",0
"22581","Cephaloziella stellulifera","Plants","3",0
"22582","Rinodina luridata","Fungi","UNK",0
"22583","Brachytheciastrum velutinum","Plants","5",0
"22584","Allantoparmelia almquistii","Fungi","UNK",0
"22585","Riccardia latifrons","Plants","5",0
"22586","Plagiochila miradorensis","Plants","4",0
"22587","Frullania franciscana","Plants","4",0
"22588","Schizopelte parishii","Fungi","2 ",0
"22589","Toninia pennina","Fungi","UNK",0
"22590","Pertusaria saximontana","Fungi","4",0
"22591","Stereocaulon tennesseense","Fungi","3",0
"22592","Bilimbia sabuletorum","Fungi","5",0
"22593","Anaptychia elbursiana","Fungi","3",0
"22594","Pyrenothrix nigra","Fungi","UNK",0
"22595","Sclerophora nivea","Fungi","UNK",0
"22596","Scytinium contortum","Fungi","UNK",0
"22597","Scapania paludicola","Plants","5",0
"22598","Hohenbuehelia petaloides","Fungi","UNK",0
